rank,question
889,"Can you recommend a movie similar to 'Piranha 3D' in the Comedy,Horror,Thriller genre?"
889,In which other movies did Richard Dreyfuss star besides 'Piranha 3D'?
890,What is the genre of the movie '50/50'?
890,"Can you recommend a movie similar to '50/50' in the Comedy,Drama,Romance genre?"
890,What other movies did Jonathan Levine direct besides '50/50'?
891,What is the genre of the movie 'The Intent'?
891,"Can you recommend a movie similar to 'The Intent' in the Crime,Drama genre?"
891,What other movies did Femi Oyeniran direct besides 'The Intent'?
892,What is the genre of the movie 'This Is 40'?
892,"Can you recommend a movie similar to 'This Is 40' in the Comedy,Romance genre?"
892,In which other movies did Maude Apatow star besides 'This Is 40'?
893,What is the genre of the movie 'Real Steel'?
893,"Can you recommend a movie similar to 'Real Steel' in the Action,Drama,Family genre?"
893,What other movies did Shawn Levy direct besides 'Real Steel'?
894,What is the genre of the movie 'Sex and the City'?
894,"Can you recommend a movie similar to 'Sex and the City' in the Comedy,Drama,Romance genre?"
894,What other movies did Michael Patrick King direct besides 'Sex and the City'?
895,What is the genre of the movie 'Rambo'?
895,"Can you recommend a movie similar to 'Rambo' in the Action,Thriller,War genre?"
895,In which other movies did Sylvester Stallone star besides 'Rambo'?
896,What is the genre of the movie 'Planet Terror'?
896,"Can you recommend a movie similar to 'Planet Terror' in the Action,Comedy,Horror genre?"
896,In which other movies did Rose McGowan star besides 'Planet Terror'?
897,What is the genre of the movie 'Concussion'?
897,"Can you recommend a movie similar to 'Concussion' in the Biography,Drama,Sport genre?"
897,In which other movies did Albert Brooks star besides 'Concussion'?
898,What is the genre of the movie 'The Fall'?
898,"Can you recommend a movie similar to 'The Fall' in the Adventure,Comedy,Drama genre?"
898,What other movies did Tarsem Singh direct besides 'The Fall'?
899,What is the genre of the movie 'The Ugly Truth'?
899,"Can you recommend a movie similar to 'The Ugly Truth' in the Comedy,Romance genre?"
899,In which other movies did Eric Winter star besides 'The Ugly Truth'?
900,What is the genre of the movie 'Bride Wars'?
900,"Can you recommend a movie similar to 'Bride Wars' in the Comedy,Romance genre?"
900,In which other movies did Bryan Greenberg star besides 'Bride Wars'?
901,What is the genre of the movie 'Sleeping with Other People'?
901,"Can you recommend a movie similar to 'Sleeping with Other People' in the Comedy,Drama,Romance genre?"
901,In which other movies did Margarita Levieva star besides 'Sleeping with Other People'?
902,What is the genre of the movie 'Snakes on a Plane'?
902,"Can you recommend a movie similar to 'Snakes on a Plane' in the Action,Adventure,Crime genre?"
902,In which other movies did Samuel L. Jackson star besides 'Snakes on a Plane'?
903,What is the genre of the movie 'What If'?
903,"Can you recommend a movie similar to 'What If' in the Comedy,Romance genre?"
903,What other movies did Michael Dowse direct besides 'What If'?
904,What is the genre of the movie 'How to Train Your Dragon 2'?
904,"Can you recommend a movie similar to 'How to Train Your Dragon 2' in the Animation,Action,Adventure genre?"
904,In which other movies did Craig Ferguson star besides 'How to Train Your Dragon 2'?
905,What is the genre of the movie 'RoboCop'?
905,"Can you recommend a movie similar to 'RoboCop' in the Action,Crime,Sci-Fi genre?"
905,What other movies did José Padilha direct besides 'RoboCop'?
906,What is the genre of the movie 'In Dubious Battle'?
906,Can you recommend a movie similar to 'In Dubious Battle' in the Drama genre?
906,What other movies did James Franco direct besides 'In Dubious Battle'?
907,"What is the genre of the movie 'Hello, My Name Is Doris'?"
907,"Can you recommend a movie similar to 'Hello, My Name Is Doris' in the Comedy,Drama,Romance genre?"
907,"In which other movies did Max Greenfield star besides 'Hello, My Name Is Doris'?"
908,What is the genre of the movie 'Ocean's Thirteen'?
908,"Can you recommend a movie similar to 'Ocean's Thirteen' in the Crime,Thriller genre?"
908,In which other movies did Michael Mantell star besides 'Ocean's Thirteen'?
909,What is the genre of the movie 'Slither'?
909,"Can you recommend a movie similar to 'Slither' in the Comedy,Horror,Sci-Fi genre?"
909,What other movies did James Gunn direct besides 'Slither'?
910,What is the genre of the movie 'Contagion'?
910,"Can you recommend a movie similar to 'Contagion' in the Drama,Thriller genre?"
910,What other movies did Steven Soderbergh direct besides 'Contagion'?
911,What is the genre of the movie 'Il racconto dei racconti - Tale of Tales'?
911,"Can you recommend a movie similar to 'Il racconto dei racconti - Tale of Tales' in the Drama,Fantasy,Horror genre?"
911,In which other movies did Toby Jones star besides 'Il racconto dei racconti - Tale of Tales'?
912,What is the genre of the movie 'I Am the Pretty Thing That Lives in the House'?
912,Can you recommend a movie similar to 'I Am the Pretty Thing That Lives in the House' in the Thriller genre?
912,In which other movies did Ruth Wilson star besides 'I Am the Pretty Thing That Lives in the House'?
913,What is the genre of the movie 'Bridge to Terabithia'?
913,"Can you recommend a movie similar to 'Bridge to Terabithia' in the Adventure,Drama,Family genre?"
913,What other movies did Gabor Csupo direct besides 'Bridge to Terabithia'?
914,What is the genre of the movie 'Coherence'?
914,"Can you recommend a movie similar to 'Coherence' in the Mystery,Sci-Fi,Thriller genre?"
914,In which other movies did Nicholas Brendon star besides 'Coherence'?
915,What is the genre of the movie 'Notorious'?
915,"Can you recommend a movie similar to 'Notorious' in the Biography,Crime,Drama genre?"
915,What other movies did George Tillman Jr. direct besides 'Notorious'?
916,What is the genre of the movie 'Goksung'?
916,"Can you recommend a movie similar to 'Goksung' in the Drama,Fantasy,Horror genre?"
916,What other movies did Hong-jin Na direct besides 'Goksung'?
917,What is the genre of the movie 'The Expendables 2'?
917,"Can you recommend a movie similar to 'The Expendables 2' in the Action,Adventure,Thriller genre?"
917,In which other movies did Randy Couture star besides 'The Expendables 2'?
918,What is the genre of the movie 'The Girl Next Door'?
918,"Can you recommend a movie similar to 'The Girl Next Door' in the Crime,Drama,Horror genre?"
918,In which other movies did Blythe Auffarth star besides 'The Girl Next Door'?
919,What is the genre of the movie 'Perfume: The Story of a Murderer'?
919,"Can you recommend a movie similar to 'Perfume: The Story of a Murderer' in the Crime,Drama,Fantasy genre?"
919,What other movies did Tom Tykwer direct besides 'Perfume: The Story of a Murderer'?
920,What is the genre of the movie 'The Golden Compass'?
920,"Can you recommend a movie similar to 'The Golden Compass' in the Adventure,Family,Fantasy genre?"
920,What other movies did Chris Weitz direct besides 'The Golden Compass'?
921,What is the genre of the movie 'Centurion'?
921,"Can you recommend a movie similar to 'Centurion' in the Action,Adventure,Drama genre?"
921,What other movies did Neil Marshall direct besides 'Centurion'?
922,What is the genre of the movie 'Scouts Guide to the Zombie Apocalypse'?
922,"Can you recommend a movie similar to 'Scouts Guide to the Zombie Apocalypse' in the Action,Comedy,Horror genre?"
922,In which other movies did Tye Sheridan star besides 'Scouts Guide to the Zombie Apocalypse'?
923,What is the genre of the movie '17 Again'?
923,"Can you recommend a movie similar to '17 Again' in the Comedy,Drama,Family genre?"
923,In which other movies did Zac Efron star besides '17 Again'?
924,What is the genre of the movie 'No Escape'?
924,"Can you recommend a movie similar to 'No Escape' in the Action,Thriller genre?"
924,What other movies did John Erick Dowdle direct besides 'No Escape'?
925,What is the genre of the movie 'Superman Returns'?
925,"Can you recommend a movie similar to 'Superman Returns' in the Action,Adventure,Sci-Fi genre?"
925,In which other movies did Kevin Spacey star besides 'Superman Returns'?
926,What is the genre of the movie 'The Twilight Saga: Breaking Dawn - Part 1'?
926,"Can you recommend a movie similar to 'The Twilight Saga: Breaking Dawn - Part 1' in the Adventure,Drama,Fantasy genre?"
926,What other movies did Bill Condon direct besides 'The Twilight Saga: Breaking Dawn - Part 1'?
927,What is the genre of the movie 'Precious'?
927,Can you recommend a movie similar to 'Precious' in the Drama genre?
927,What other movies did Lee Daniels direct besides 'Precious'?
928,What is the genre of the movie 'The Sea of Trees'?
928,Can you recommend a movie similar to 'The Sea of Trees' in the Drama genre?
928,In which other movies did Naomi Watts star besides 'The Sea of Trees'?
929,What is the genre of the movie 'Good Kids'?
929,Can you recommend a movie similar to 'Good Kids' in the Comedy genre?
929,What other movies did Chris McCoy direct besides 'Good Kids'?
930,What is the genre of the movie 'The Master'?
930,Can you recommend a movie similar to 'The Master' in the Drama genre?
930,What other movies did Paul Thomas Anderson direct besides 'The Master'?
931,What is the genre of the movie 'Footloose'?
931,"Can you recommend a movie similar to 'Footloose' in the Comedy,Drama,Music genre?"
931,What other movies did Craig Brewer direct besides 'Footloose'?
932,What is the genre of the movie 'If I Stay'?
932,"Can you recommend a movie similar to 'If I Stay' in the Drama,Fantasy,Music genre?"
932,What other movies did R.J. Cutler direct besides 'If I Stay'?
933,What is the genre of the movie 'The Ticket'?
933,Can you recommend a movie similar to 'The Ticket' in the Drama genre?
933,What other movies did Ido Fluk direct besides 'The Ticket'?
934,What is the genre of the movie 'Detour'?
934,Can you recommend a movie similar to 'Detour' in the Thriller genre?
934,In which other movies did Stephen Moyer star besides 'Detour'?
935,What is the genre of the movie 'The Love Witch'?
935,"Can you recommend a movie similar to 'The Love Witch' in the Comedy,Horror genre?"
935,What other movies did Anna Biller direct besides 'The Love Witch'?
936,What is the genre of the movie 'Talladega Nights: The Ballad of Ricky Bobby'?
936,"Can you recommend a movie similar to 'Talladega Nights: The Ballad of Ricky Bobby' in the Action,Comedy,Sport genre?"
936,What other movies did Adam McKay direct besides 'Talladega Nights: The Ballad of Ricky Bobby'?
937,What is the genre of the movie 'The Human Centipede (First Sequence)'?
937,Can you recommend a movie similar to 'The Human Centipede (First Sequence)' in the Horror genre?
937,What other movies did Tom Six direct besides 'The Human Centipede (First Sequence)'?
938,What is the genre of the movie 'Super'?
938,"Can you recommend a movie similar to 'Super' in the Comedy,Drama genre?"
938,In which other movies did Kevin Bacon star besides 'Super'?
939,What is the genre of the movie 'The Siege of Jadotville'?
939,"Can you recommend a movie similar to 'The Siege of Jadotville' in the Action,Drama,Thriller genre?"
939,In which other movies did Jason O'Mara star besides 'The Siege of Jadotville'?
940,What is the genre of the movie 'Up in the Air'?
940,"Can you recommend a movie similar to 'Up in the Air' in the Drama,Romance genre?"
940,What other movies did Jason Reitman direct besides 'Up in the Air'?
941,What is the genre of the movie 'The Midnight Meat Train'?
941,"Can you recommend a movie similar to 'The Midnight Meat Train' in the Horror,Mystery genre?"
941,In which other movies did Brooke Shields star besides 'The Midnight Meat Train'?
942,What is the genre of the movie 'The Twilight Saga: Eclipse'?
942,"Can you recommend a movie similar to 'The Twilight Saga: Eclipse' in the Adventure,Drama,Fantasy genre?"
942,In which other movies did Kristen Stewart star besides 'The Twilight Saga: Eclipse'?
943,What is the genre of the movie 'Transpecos'?
943,Can you recommend a movie similar to 'Transpecos' in the Thriller genre?
943,In which other movies did David Acord star besides 'Transpecos'?
